id,sex,age,edu,drink
6181,male,55-64,university diploma below bachelor's degree,never drink
6182,female,15-24,high school diploma,once a week
6183,male,45-54,high school diploma,once or twice in the past month
6184,male,45-54,bachelor's degree ,not in the past month
6185,female,35-44,college diploma,never drink
6186,male,45-54,university diploma above bachelor's degree,2-3 times a week
6187,male,15-24,less than high school diploma,never drink
6188,female,25-34,college diploma,not in the past month
6189,female,55-64,university diploma below bachelor's degree,not in the past month
6190,male,35-44,trade certificate,once a week
6191,female,65-74,bachelor's degree ,not in the past month
6192,male,25-34,bachelor's degree ,once or twice in the past month
6193,female,25-34,high school diploma,once a week
6194,female,15-24,bachelor's degree ,once a week
6195,male,45-54,high school diploma,once or twice in the past month
6196,male,55-64,less than high school diploma,2-3 times a week
6197,female,55-64,bachelor's degree ,4-6 times a week
6198,female,65-74,university diploma above bachelor's degree,once or twice in the past month
6199,male,65-74,bachelor's degree ,never drink
6200,female,15-24,trade certificate,2-3 times a week
6201,female,35-44,bachelor's degree ,once or twice in the past month
6202,male,65-74,university diploma below bachelor's degree,once a week
6203,male,25-34,university diploma above bachelor's degree,once or twice in the past month
6204,female,35-44,bachelor's degree ,once or twice in the past month
6205,female,55-64,bachelor's degree ,once or twice in the past month
6206,female,35-44,college diploma,once or twice in the past month
6207,female,65-74,college diploma,not in the past month
6208,male,55-64,college diploma,2-3 times a week
6209,female,55-64,bachelor's degree ,everyday
6210,female,35-44,college diploma,2-3 times a week
6211,male,75&over,high school diploma,never drink
6212,female,35-44,bachelor's degree ,once or twice in the past month
6213,female,55-64,high school diploma,once or twice in the past month
6214,male,35-44,less than high school diploma,once a week
6215,female,55-64,college diploma,once or twice in the past month
6216,female,45-54,university diploma above bachelor's degree,2-3 times a week
6217,female,35-44,bachelor's degree ,once or twice in the past month
6218,male,45-54,bachelor's degree ,2-3 times a week
6219,female,25-34,bachelor's degree ,2-3 times a week
6220,female,55-64,university diploma below bachelor's degree,2-3 times a week
6221,male,45-54,trade certificate,once or twice in the past month
6222,female,25-34,high school diploma,everyday
6223,male,35-44,high school diploma,never drink
6224,male,65-74,high school diploma,not in the past month
6225,male,55-64,college diploma,2-3 times a week
6226,male,65-74,less than high school diploma,not in the past month
6227,female,35-44,college diploma,never drink
6228,male,25-34,less than high school diploma,once or twice in the past month
6229,female,45-54,bachelor's degree ,2-3 times a week
6230,female,75&over,high school diploma,once or twice in the past month
6231,male,45-54,bachelor's degree ,never drink
6232,female,15-24,bachelor's degree ,once a week
6233,female,75&over,university diploma below bachelor's degree,once a week
6234,female,35-44,university diploma above bachelor's degree,once or twice in the past month
6235,female,25-34,trade certificate,once a week
6236,male,55-64,less than high school diploma,once or twice in the past month
6237,female,55-64,trade certificate,once or twice in the past month
6238,female,15-24,college diploma,not in the past month
6239,female,35-44,college diploma,once or twice in the past month
6240,female,35-44,university diploma above bachelor's degree,not in the past month
6241,female,45-54,bachelor's degree ,2-3 times a week
6242,female,65-74,not stated,2-3 times a week
6243,male,25-34,trade certificate,once or twice in the past month
6244,male,55-64,college diploma,everyday
6245,female,45-54,high school diploma,once a week
6246,male,45-54,bachelor's degree ,once or twice in the past month
6247,female,65-74,less than high school diploma,never drink
6248,male,55-64,college diploma,once or twice in the past month
6249,male,65-74,trade certificate,4-6 times a week
6250,female,25-34,bachelor's degree ,once or twice in the past month
6251,female,45-54,college diploma,2-3 times a week
6252,male,75&over,less than high school diploma,everyday
6253,female,35-44,high school diploma,never drink
6254,male,55-64,trade certificate,once a week
6255,male,15-24,less than high school diploma,2-3 times a week
6256,female,55-64,college diploma,2-3 times a week
6257,male,35-44,bachelor's degree ,not in the past month
6258,male,15-24,high school diploma,never drink
6259,male,15-24,high school diploma,once or twice in the past month
6260,male,65-74,less than high school diploma,2-3 times a week
6261,male,15-24,high school diploma,once or twice in the past month
6262,female,55-64,high school diploma,never drink
6263,male,65-74,high school diploma,everyday
6264,female,55-64,trade certificate,never drink
6265,female,25-34,university diploma below bachelor's degree,2-3 times a week
6266,female,65-74,less than high school diploma,never drink
6267,female,55-64,college diploma,2-3 times a week
6268,male,25-34,trade certificate,once a week
6269,female,65-74,less than high school diploma,never drink
6270,female,35-44,high school diploma,not in the past month
6271,male,65-74,less than high school diploma,once or twice in the past month
6272,female,45-54,trade certificate,once or twice in the past month
6273,female,65-74,less than high school diploma,not in the past month
6274,female,55-64,university diploma above bachelor's degree,4-6 times a week
6275,male,35-44,high school diploma,once or twice in the past month
6276,male,35-44,less than high school diploma,2-3 times a week
6277,female,65-74,high school diploma,not in the past month
6278,female,65-74,university diploma above bachelor's degree,everyday
6279,male,35-44,college diploma,once or twice in the past month
6280,female,75&over,less than high school diploma,not in the past month
6281,female,65-74,university diploma above bachelor's degree,once or twice in the past month
6282,male,25-34,bachelor's degree ,once or twice in the past month
6283,female,25-34,less than high school diploma,never drink
6284,male,55-64,university diploma above bachelor's degree,2-3 times a week
6285,female,45-54,college diploma,not in the past month
6286,male,25-34,bachelor's degree ,never drink
6287,female,35-44,college diploma,2-3 times a week
6288,female,35-44,bachelor's degree ,2-3 times a week
6289,female,15-24,bachelor's degree ,4-6 times a week
6290,female,35-44,college diploma,once or twice in the past month
6291,female,55-64,high school diploma,everyday
6292,female,25-34,high school diploma,not in the past month
6293,male,75&over,less than high school diploma,never drink
6294,female,15-24,college diploma,4-6 times a week
6295,female,65-74,university diploma below bachelor's degree,once or twice in the past month
6296,female,25-34,bachelor's degree ,once a week
6297,male,45-54,high school diploma,never drink
6298,female,55-64,university diploma above bachelor's degree,once a week
6299,male,55-64,less than high school diploma,once or twice in the past month
6300,male,55-64,trade certificate,not in the past month
6301,female,55-64,college diploma,2-3 times a week
6302,female,15-24,high school diploma,once a week
6303,male,45-54,high school diploma,2-3 times a week
6304,male,55-64,bachelor's degree ,once a week
6305,male,55-64,high school diploma,2-3 times a week
6306,male,35-44,high school diploma,2-3 times a week
6307,female,25-34,college diploma,never drink
6308,male,55-64,college diploma,2-3 times a week
6309,female,55-64,high school diploma,everyday
6310,female,65-74,college diploma,once or twice in the past month
6311,male,25-34,university diploma above bachelor's degree,never drink
6312,female,65-74,less than high school diploma,2-3 times a week
6313,female,75&over,college diploma,2-3 times a week
6314,male,55-64,less than high school diploma,2-3 times a week
6315,female,45-54,bachelor's degree ,not in the past month
6316,female,35-44,college diploma,once or twice in the past month
6317,male,55-64,trade certificate,never drink
6318,female,75&over,less than high school diploma,not in the past month
6319,male,45-54,university diploma above bachelor's degree,4-6 times a week
6320,male,55-64,college diploma,once or twice in the past month
